7.871160738545244229e-01,-1.102559941433280510e+00,1.148857641461645818e+00,1.244980760907572037e+00,9.440508023200068211e-01,-1.337002908679404856e+00,-4.085958829821955685e-01,-4.689072745823456012e-01
6.993415422621627187e-01,-4.939814411481065481e-01,8.223970742738807571e-01,-1.013712625585847515e+00,-1.032837998111240330e+00,1.024111768522236159e-03,-1.666891077530598730e+00,9.120246342581522780e-01
-1.492437911865305500e+00,2.434379468497303856e-01,-5.690834065679101217e-01,3.389795483718916480e-01,8.794795450058841002e-01,-9.956691489278339802e-01,-1.944618116832744326e+00,2.068673592980342368e-01
3.256845129367369474e-01,1.454985688260972854e+00,1.800254050174368237e+00,1.102098190999011074e+00,5.941357826333913961e-01,-4.451313014228078790e-01,2.491171579644181344e-01,-2.726543473463831618e-03
-1.091630283249093170e+00,9.841154393094327102e-02,-9.819673340427940156e-01,1.159415546692574406e+00,-6.514569375646265259e-01,-1.701264227562636400e+00,-8.300425151981155603e-01,-2.035735014019263156e-01
4.783681665144911554e-01,-1.266568542498973882e+00,1.447855544826447405e+00,1.378870139010262230e+00,7.289645736420158340e-01,1.295256917309098199e+00,5.667068810425145431e-01,3.647980948582772442e-01
8.369286802662564417e-01,1.025045568452246786e-01,-8.492875268233640584e-01,8.766624125405969581e-01,1.235874352052349412e+00,4.182478958796860824e-01,-1.257285610761546657e+00,-7.641223007460754557e-01
-6.743765613522259561e-02,-1.054323421844102250e-02,3.093033446165064926e-01,-1.104815857799577916e+00,-2.273110633175206563e-01,8.156323974308868907e-01,-2.294057846796669076e-01,1.051987287655084646e+00
-3.833572485199200353e-01,-1.986822606201017694e+00,1.231565496390654380e+00,1.217585482447983258e+00,-1.234133181221888531e+00,-4.828518239250938898e-02,2.296129522835414605e+00,-1.297041862669062073e+00
9.719260838448320339e-01,-1.265249005317660436e-01,-1.508508811706101405e+00,-7.674843265537297787e-01,-2.214815587192301982e-01,-1.650867397307536066e+00,-1.638383527725844474e-02,2.474645207061205165e-01
1.702307227055691596e-01,-1.391417088327825180e+00,-1.751334733652004649e-01,8.884637871475697946e-01,-1.305633557224137764e+00,5.757232047009480658e-01,5.748529828539982178e-01,6.391215744716344238e-01
1.424205373611977077e+00,1.398862516837169265e-02,7.181934429015451871e-01,-3.020896592224636690e-01,1.382889566964651484e+00,5.301389134928583546e-01,-7.849718339933187128e-01,1.009934603990827462e+00
8.252957024777207717e-02,1.837961156218832492e+00,1.244232036676510944e+00,1.300387964903379157e+00,-5.065991894958253861e-01,-1.162072402813421196e-01,-1.518892046128644369e+00,8.336828355645665711e-01
-2.033698708873946104e-02,-7.476308459546304741e-01,-7.810399194708971260e-01,-4.241229899510403079e-01,1.910048307856950234e-01,-1.926940960004548176e+00,1.781807351085244462e-01,8.072224359740612920e-01
